SMILES,example_target
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,0.531991235
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,1.726392071
O=C(Nc1cccnc1)c1ccnc(NC(=O)C2CC2)c1,0.448797935
O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,0.832551262
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1.035733431
CC(C)(C)c1ccc(-c2nc3n(c(=O)c2C#N)CCS3)cc1,
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,1.931719426
CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.460944843
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1.705596867
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.762732149
CC(C)(C=C(C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,1.555038433
CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,1.70079951
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,1.70375054
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,0.534421785
COc1ccccc1-c1cc(NC(=O)c2cccc(N3CCNC3=O)c2)[nH]n1,1.780905646
Nc1ncc(-c2cccc(C(F)(F)F)c2)c(C2CCCCN2C(=O)c2ccccc2)n1,0.285216624
O=C(Nc1cccc(-c2nncn2C2CC2)c1)c1cc(-n2cnc(C3CC3)c2)ccn1,1.666140136
Fc1ccccc1-c1c[nH]nc1C1CCCN1Cc1ccc2ncccc2c1,0.353495036
Cc1nccc(-c2cn(Cc3ccccc3)c3cnccc23)n1,-0.170444289
CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,0.559004282
Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,-0.290190042
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCNC1,1.322459871
Cc1nnc(CN(C)CC(C)Oc2ccc(Cl)c(Cl)c2)n1C,0.850877323
COc1nn(C)cc1C(=O)Nc1cccc(-c2cnc3n2CCC3)c1,0.979002017
COc1cc(F)ccc1-c1ncnc(Nc2cccc(C[S@@](C)(=N)=O)c2)n1,2.175835946
Cc1ncc(CN2CC[C@@H](Nc3cncc(Cl)n3)[C@@H](C)C2)s1,-0.011565693
Cc1ccc(C(=O)N2CCC(Cc3ccccc3-c3ccccc3)(C(=O)N(C)C)CC2)s1,0.047746542
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,1.990864514
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1.61368751
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)C2CCCO2)CC1,1.237227531
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2ccc(Cl)cc2)cc1,2.027037834
CC(=O)Nc1ccc(C(=O)N2CCCCC2c2nc(N)ncc2-c2cccc(Cl)c2)cc1,1.991058155
O=C1CN(c2ccc(Nc3nccc(C(F)(F)F)n3)cn2)CCN1,0.468083204
O=C1NCCN(C(=O)c2ccc3nccn3c2)C1c1ccccc1C(F)(F)F,0.854190841
Cc1cc(F)ccc1C1C(=O)NCCN1C(=O)c1ccc2nccn2c1,0.925531892
O=C1NCCN(C(=O)c2ccncc2)C1c1ccccc1Cl,0.649112619
C[C@H]1CN(C(=O)CC(c2ccccc2)c2ccccc2)C[C@@H](C)O1,0.117165561
CN1[C@H]2CC[C@@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,0.867508889
CC(C)(C)C(=O)N1CCC(Cc2ccc(-c3cccs3)cc2)(C(=O)N2CCCC2)CC1,-0.000772
OC[C@H](Nc1cncc(-c2ccc3[nH]ncc3n2)c1)c1ccccc1,1.398610029
Cc1ncsc1C(=O)N1CCCCC1c1nc(N(C)C)ncc1-c1cccc(Cl)c1,0.106454501
OCC1CCCCN1Cc1ccc(Cl)c(Cl)c1,-0.280852879
CC(=O)N1CCN(c2nc(C(F)(F)F)nc3sc(C)c(C)c23)CC1,0.087945428
COc1ccccc1C(=O)Nc1ccc2cc[nH]c2c1,-0.607609727
c1ccc(Oc2cccc(CN(CCN3CCOCC3)Cc3cccnc3)c2)cc1,0.12433539
COc1ccc([C@H]2CN(C(C)=O)[C@@H]3CCCN(Cc4cccc(F)c4)[C@H]23)cc1,0.130584805
Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,1.77253534
OCC1CCCCN1Cc1ccc(-c2ccccc2)cc1,-0.14983847
Nc1ncc(C(=O)NC2CN(C(=O)C3CC3)C2)c2ccc(-c3cccc(F)c3)nc12,1.256879427
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,1.329007553
Cc1nnc(-c2ccc3occ(-c4ccc(S(C)=O)cc4)c3c2)o1,0.297621812
Cc1ncsc1C(=O)N1CCCCC1c1nc(N)ncc1-c1cccc(C(F)(F)F)c1,0.962266995
O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,-0.225885144
O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,0.497484847
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.645450703
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,1.342645173
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,-0.38705313
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,2.133442088
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,1.797731012
CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,1.439027359
Cc1nc(Nc2nccs2)cc(C2CN(c3ncccn3)C2)n1,0.161092639
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,0.510221561
COc1ccc(CCCN2CCN(c3cnn(C)c3)C(=O)C2)cc1F,-0.134166202
Cc1noc(C(C)C)c1C(=O)N1CC(C)OC(c2ccccc2)C1,-0.025704041
CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,0.937779221
Cc1c(F)cccc1NC(=O)CN1[C@H]2CCCC(=O)N[C@@]2(C)C[C@H]1Cc1ccccc1,1.093363726
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1.836054283
O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1,0.91525315
Cc1ccc(NC(=O)CN2[C@H]3CCCC(=O)N[C@@]3(C)C[C@H]2Cc2ccccc2)cc1F,1.092925581
CN(C)C(=O)C1(Cc2ccccc2-c2cccc(F)c2)CCN(C(=O)C2CC=CCC2)CC1,0.164553862
COCC(=O)N1CCC(Cc2ccccc2-c2cccc(F)c2)(C(=O)NC(C)C)CC1,1.519214154
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,-0.413757799
C#C[C@@](C)(CC)NC(=O)c1cc(F)cnc1NC1CC(F)(F)C1,-0.095595312
Cn1cc(Nc2nc(N)nc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,1.386464306
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,2.281582606
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccc(F)cc2)C1,0.184537071
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(F)c2)C1,0.121230488
CC(=O)Nc1ncc(CN2CCCC[C@@H]2C)s1,0.118767305
O=C1CCCC[C@@H]2[C@H](C[C@@H](Cc3ccccc3F)N2C(=O)c2cccc3ncccc23)N1,1.682172588
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1.457674686
CC(O)(C#Cc1ccc2c(c1)N(c1nc(N)ncc1Cl)CC2)c1nccs1,0.759772791
COCCc1noc(CN2CC(c3ccccc3)(c3ccccc3)CCC2=O)n1,0.385070919
Cc1[nH]nc2c1C1(CCCCC1)CC(=O)N2,0.526412693
Cc1oc2ccccc2c1CNc1nnc(-c2ccncc2)o1,0.009096206
O=C(Nc1cccc2ncccc12)[C@H]1CCCN(S(=O)(=O)c2ccccc2)C1,1.113887252
C[C@@H]1Cc2ccccc2N1C(=O)Cn1nc(-c2cccc3ncccc23)oc1=O,-0.074406716
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,0.839066386
O=C(Nc1cnccc1-c1ccc(Cl)cc1)c1ccnc(NC(=O)C2CC2)c1,0.466763826
CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,1.970451844
CC1CN(C(=O)c2cccnc2N2CCOCC2)CC(c2ccccc2)O1,0.717768559
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.250979855
Cc1cc(Nc2cnccn2)cc(C2CCCN(CC(=O)N3CCCC3)C2)n1,1.426521873
Cc1cccnc1Nc1cccc(C2CCCN(CC(=O)Nc3nccs3)C2)n1,0.172627701
CN(C)C(=O)C1(Cc2ccccc2-c2ccccc2)CCN(C(=O)c2cnn(C)c2)CC1,1.39985037
CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccc(Br)cc1,0.528688647
CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,1.859838654
CNC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2ccccc2Cl)C1,-0.017278025
Cc1cc(N2CCCC2c2cc(CCC(=O)O)cc(C)n2)ncn1,
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,
O=C(CN1CCCC(c2cccc(Cc3cccc(F)c3)n2)C1)N1CCCC1,
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,
Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,
COCCNC(=O)c1ccnc(C2CCNCC2)c1,
COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,
CC1(CNC(=O)c2cncc(C3CCNCC3)n2)CCCO1,
Cc1cc(N2CCCC2)nc(C2CCCN(C)C2)n1,
O=C1NCCSc2c1sc1ccc(O)cc21,
CCn1cc(C(=O)O)c(=O)c2c(N)c(F)c(NC3CCCCC3)cc21,
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,0.297773947
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,0.089413622
CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.464313643
O=C1CCC(=O)N1Cc1nc(C23CC4CC(CC(C4)C2)C3)cs1,
O=C(Nc1nc2c(s1)COc1ccccc1-2)c1cnc(Cl)c(Cl)c1,0.007590191
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,1.945609035
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,-0.030142068
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,0.455588856
O=C(Nc1nc2cc(C(F)(F)F)cc(NC3CC3)n2n1)c1cccnc1,0.370992271
COc1cc(Nc2cc(-c3cccc(C#N)c3)ccn2)ccc1N1CCN(C)CC1,0.585698536
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,1.583412111
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,1.595322614
O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,0.612920322
CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.790315225
C[C@@]1(c2ncncc2F)NC(=O)c2cc(-c3cn[nH]c3)ccc21,1.338596624
Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1.800036621
CC(C)(C)OC(=O)c1ccc(-n2[nH]cc(-n3ccnn3)c2=O)nc1,0.076390223
C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.364447066
Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1C(F)(F)F,0.038995578
NS(=O)(=O)C#Cc1ccccc1,
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,0.595868979
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1.121361739
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.938640339
CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,1.569956172
N#CN1CCC[C@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,1.518767974
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,1.830458485
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,1.007718092
CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,1.300833724
COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,0.03929184
c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,-0.170520498
CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccccc2Cl)CC1,
CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)COc2ccccc2)CC1,-0.060058571
Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,0.207002444
O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,0.071460027
Cc1ccccc1-c1nc(Cn2ccnc2C(C)C)c(C)o1,-0.135369281
CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,-0.337017946
O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,0.670317142
CCn1ncnc1-c1[nH]cnc1-c1ccccc1,0.339381008
Cc1nnc(NCCc2ccc3c(c2)OCO3)c(C#N)c1C,-0.19630943
Cc1nc(N2CCn3ccnc3C2)c2cnn(C)c2n1,0.559750833
Cc1cc(CN(C)Cc2cscn2)no1,-0.270255541
Cc1occc1C(=O)NCC(=O)Nc1nc2cc(Cl)ccc2n1C,0.117710441
CCNC(=O)c1ccc(CS(C)(=O)=O)cc1,0.419051029
c1ccc(-c2noc(NC3CC3)n2)cc1,-0.092188594
Cc1nn(C)c2sc(C(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)cc12,0.931334559
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,1.354911115
O=C(NCC1(c2ccc(F)cc2)CCOCC1)c1ccccn1,-0.100728009
COc1cc(OC)cc(-c2nnc(SCC(=O)Nc3cccc(C(=O)O)c3)s2)c1,-0.032341716
O=C(CSc1nccn1C1CC1)Nc1c(Cl)cc(Cl)cc1C(=O)O,0.918286406
CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,1.404609905
COc1ccc(CCC(=O)N2CCCNCC2)cc1,0.440998893
Cc1cc(-c2cnn(CCNC(=O)c3sc(C)nc3C)c2C2CC2)on1,0.721393992
O=C(CSc1nc2nc(O)cc(O)c2s1)c1ccc(-c2ccccc2)cc1,-0.057671611
C#CCNC(=O)CN1CCCN(C(=O)c2cccc(C)n2)CC1,1.512232302
CN(C)c1ccc2c(c1)OCCN2C(=O)NCc1cccnc1,0.42550367
O=C(NCc1ccc(CO)c(F)c1)Nc1ccccc1,-0.369700232
CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1,-0.142465812
O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,-0.126760545
COc1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1OC,-0.009030745
CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,0.726992124
CCCCNC(=O)c1cccc2ncccc12,-0.199648056
COc1cccc(OCCCn2cncc2-c2cc3c(cc2C)n(C)c(=O)n3C)c1,2.154630822
Cc1ccc(C(=O)N2CCN(C(=O)NCC(=O)N3CCCC3)CC2)cc1F,1.782746675
COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,0.175740046
Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,-0.116378676
CC(C)CNc1nnc(SCc2ccncc2)s1,0.014270843
COc1c(C)cccc1CN1CCC(O)(c2ccc(F)cc2)CC1,-0.23617028
Cc1nn(-c2ccc(C(=O)O)cc2C#Cc2ccccc2)c(C)c1C,0.582203374
Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,1.615671302
CCc1nc2ccccc2n1CC(=O)N1CCNC(=O)C1,0.586423039
O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,-0.07023367
CCN(C/C=C/c1ccc(F)cc1)Cc1nc(COC)no1,-0.278250113
CC(=O)Nc1ccc2nc(C)cc(O)c2c1,0.190366194
O=C(NC[C@@H]1CCN(c2ccccc2)C1)N1CCc2ccccc2C1,-0.15097669
CC1CCN(CCNC(=O)c2ccncc2)CC1,0.361139584
CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,0.002661153
CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,0.412682232
Cc1cc2nc(CCC(=O)N3CCC(c4ccc(C(=O)N(C)C)c(N)n4)CC3)[nH]c2cc1C,1.558763104
O=C(c1cc2ccccc2[nH]1)N1C[C@@H](O)[C@H](N2CCOCC2)C1,-0.368291709
CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1,0.68632098
COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,-0.303720877
O=C(CCOc1ccccc1)N1CCCC1,-0.266902376
c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,-0.011510521
COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,-0.02430358
CC(=O)N1CCC[C@H]1C(=O)Nc1cccc(OC(F)F)c1,0.153630331
COc1ccc(CN2CCC(c3nc(C(C)C)no3)CC2)c(F)c1,-0.109525737
Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,0.116120914
CCNC(=O)C1CN(c2cccc(C#N)n2)C1,0.315174587
O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,-0.268729169
CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N(C)Cc3ccccc3)CC2)cn1,0.975399512
c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,-0.181738372
Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,-0.16098287
NCc1cccc(C(=O)N2CCCC2)c1,0.5543775
Cc1ncsc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,1.702451405
Cc1ccccc1CNC(=O)c1ccc(-n2ccnc2)nc1,-0.06221257
O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1,-0.140815448
CNC(=O)c1ccc(N2CCCC2)nc1,-0.236228965
Cc1cc(C)nc(N(C)CC(=O)NC2CC2)n1,-0.053479359
Cc1cc(C(=O)Nc2cccc3ncccc23)on1,-0.252510249
CN(c1ncnc2c1cnn2CCO)C1CCCCC1,-0.172579322
NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,1.714754156
CN1CCN(c2ccc(NC(=O)c3ccccc3Cl)nc2)CC1,-0.281105523
Cc1cc(OCc2ncc(C(C)(C)C)o2)nn1C,-0.145366276
Clc1cccc(CNc2nc(C3CC3)no2)c1,-0.322188489
Cc1ccc(-c2nc(NCc3ccco3)ncc2-c2cc(C)no2)cn1,-0.004929367
O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,-0.114248674
COc1nc(C)nc(N(C)Cc2nccs2)c1C,-0.33100967
O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,1.797597142
CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,-0.228504787
CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,-0.193289967
COc1ccc(C2(NCc3ccc(N4CCCC4=O)cc3)CC2)cc1,-0.290717711
O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,-0.04333824
CNC(=O)c1ccc(N(C)C2CCC2)nn1,-0.232246634
CC#CCNc1ccc(-n2cnnn2)c(C)c1,-0.229335003
Nc1nc2ccccc2nc1N1CCCC1,-0.273006016
CCn1c(=O)n(CC)c2cc(N)ccc21,-0.089289029
Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,-0.1734442
COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,-0.613819629
CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,-0.040046006
O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,-0.173122588
Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,-0.021923053
O=C(CN1CCCN(c2nccs2)CC1)Nc1cccc(Cl)c1,-0.069855634
COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,-0.144968747
CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,0.191257048
Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,1.33058986
COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1,-0.079551988
O=C1CCCN1CCc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1,1.280369079
Cc1noc(C)c1C(=O)N1CCCN(c2ccc(F)cc2)CC1,0.256253381
COCC1CCN(c2noc(-c3cccs3)n2)CC1,-0.266547198
NC(=O)COc1ccccc1-c1ccccc1,-0.207161916
Cc1nc(C)c(C)c(NCc2cc(-c3ccc(F)cc3)no2)n1,-0.042964735
Cc1cccn(Cc2cccc(F)c2)c1=O,-0.185803651
C[C@@H](C(=O)N1CCCC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,2.209515015
Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,1.786259707
